projectName,unitName,epShort,samplingStartDate,plot,transectNo,speciesCode,scientificName,logDiameter,decayClassID
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,9,3,PSME,Pseudotsuga menziesii,3.5,3
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,10,1,PIPO,Pinus ponderosa,4.8,3
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,10,1,PIPO,Pinus ponderosa,5.6,3
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,10,1,PIPO,Pinus ponderosa,3.4,3
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,10,1,UNKN,Unknown species,7.2,4
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,10,2,PIPO,Pinus ponderosa,10.3,3
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,10,3,PIPO,Pinus ponderosa,5.8,2
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,10,3,PIPO,Pinus ponderosa,6.5,2
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,10,3,PIPO,Pinus ponderosa,4.7,2
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,10,3,PIPO,Pinus ponderosa,12.5,2
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,10,3,PIPO,Pinus ponderosa,7,3
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,10,3,PIPO,Pinus ponderosa,4.2,4
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,11,3,PIPO,Pinus ponderosa,22.9,2
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,12,1,PIPO,Pinus ponderosa,3.7,2
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,12,2,PSME,Pseudotsuga menziesii,8.6,4
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,12,2,UNKN,Unknown species,3.6,4
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,12,2,UNKN,Unknown species,3.5,4
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,12,3,PIPO,Pinus ponderosa,6.5,4
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,13,2,PIPO,Pinus ponderosa,6,3
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,13,2,UNKN,Unknown species,8.8,4
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,14,2,PIPO,Pinus ponderosa,3.2,2
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,14,2,PIPO,Pinus ponderosa,6,2
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,14,2,UNKN,Unknown species,5.7,4
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,14,3,PIPO,Pinus ponderosa,3.4,4
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,14,3,PIPO,Pinus ponderosa,4,2
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,14,3,PIPO,Pinus ponderosa,3.6,3
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,16,1,PIPO,Pinus ponderosa,10.7,3
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,16,1,PIPO,Pinus ponderosa,4.3,2
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,16,1,UNKN,Unknown species,4.8,4
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,16,2,PIPO,Pinus ponderosa,7,3
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,16,2,UNKN,Unknown species,19.7,5
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,16,2,UNKN,Unknown species,7.5,4
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,16,3,PIPO,Pinus ponderosa,11.2,2
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,16,3,PIPO,Pinus ponderosa,7.1,3
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,16,3,PIPO,Pinus ponderosa,6.8,5
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,16,3,PIPO,Pinus ponderosa,3.7,4
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,16,3,PIPO,Pinus ponderosa,4.1,3
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,16,3,UNKN,Unknown species,3.9,4
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,17,1,UNKN,Unknown species,3.2,4
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,17,1,UNKN,Unknown species,4.6,3
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,17,1,UNKN,Unknown species,14.1,5
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,17,1,UNKN,Unknown species,11.5,4
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,17,1,UNKN,Unknown species,8,4
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,17,2,PIPO,Pinus ponderosa,5.1,4
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,17,2,PIPO,Pinus ponderosa,9.6,3
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,17,2,PIPO,Pinus ponderosa,11.2,3
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,17,2,PIPO,Pinus ponderosa,18.5,4
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,17,3,PIPO,Pinus ponderosa,20.3,4
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,17,3,PIPO,Pinus ponderosa,14.3,5
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,17,3,PIPO,Pinus ponderosa,9.2,3
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,17,3,UNKN,Unknown species,3.1,4
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,17,3,UNKN,Unknown species,5.3,4
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,17,3,UNKN,Unknown species,26.7,5
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,18,2,PIPO,Pinus ponderosa,3,3
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,18,3,PIPO,Pinus ponderosa,8.4,3
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,18,3,UNKN,Unknown species,3.4,4
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,19,2,PIPO,Pinus ponderosa,3.1,3
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,19,2,PIPO,Pinus ponderosa,5.8,3
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,19,3,UNKN,Unknown species,5.8,3
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,20,2,PIPO,Pinus ponderosa,4.8,3
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,20,3,PIPO,Pinus ponderosa,3.1,3
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,20,3,PIPO,Pinus ponderosa,6,4
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,20,3,PIPO,Pinus ponderosa,6,4
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,20,3,UNKN,Unknown species,22.6,5
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,20,3,UNKN,Unknown species,4.1,5
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,1,1,PIPO,Pinus ponderosa,5.2,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,1,1,UNKN,Unknown species,4,4
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,1,1,UNKN,Unknown species,3.7,4
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,2,3,UNKN,Unknown species,5.7,4
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,3,1,PIPO,Pinus ponderosa,12.9,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,3,1,PIPO,Pinus ponderosa,9.5,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,3,2,ABGR,Abies grandis,3.3,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,3,2,ABGR,Abies grandis,8.1,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,3,3,ABGR,Abies grandis,4.5,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,4,2,PIPO,Pinus ponderosa,6,4
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,4,2,PSME,Pseudotsuga menziesii,7.7,4
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,4,2,PSME,Pseudotsuga menziesii,7,4
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,5,2,PSME,Pseudotsuga menziesii,4,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,5,2,PSME,Pseudotsuga menziesii,4,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,7,1,UNKN,Unknown species,18,5
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,8,1,UNKN,Unknown species,6.2,4
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,8,1,UNKN,Unknown species,7.5,4
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,8,2,UNKN,Unknown species,6.5,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,2,UNKN,Unknown species,3.3,1
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,2,UNKN,Unknown species,10.4,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,2,UNKN,Unknown species,22.7,4
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,3,PSME,Pseudotsuga menziesii,6.5,1
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,3,UNKN,Unknown species,6,5
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,10,1,UNKN,Unknown species,4.1,4
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,10,1,UNKN,Unknown species,5.6,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,10,1,UNKN,Unknown species,3.8,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,10,1,UNKN,Unknown species,5.4,5
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,10,1,UNKN,Unknown species,3.6,4
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,10,1,UNKN,Unknown species,10.3,4
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,10,1,UNKN,Unknown species,3.1,4
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,10,2,PIPO,Pinus ponderosa,11.6,5
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,10,2,UNKN,Unknown species,7.2,4
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,10,2,UNKN,Unknown species,19,5
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,10,3,PIPO,Pinus ponderosa,4.6,4
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,10,3,UNKN,Unknown species,17.8,4
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2,PSME,Pseudotsuga menziesii,6,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,12,1,ACMA3,Acer macrophyllum,10.2,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,12,2,ABGR,Abies grandis,3.6,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,12,3,ABGR,Abies grandis,13,1
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,12,3,PSME,Pseudotsuga menziesii,8.6,1
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,12,3,PSME,Pseudotsuga menziesii,6.1,1
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2,ABGR,Abies grandis,9.6,4
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2,UNKN,Unknown species,13.6,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,3,UNKN,Unknown species,6.5,5
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,14,2,PIPO,Pinus ponderosa,9.2,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,15,3,PIPO,Pinus ponderosa,17.8,4
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,16,1,UNKN,Unknown species,4.6,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,16,1,UNKN,Unknown species,8.8,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,16,1,UNKN,Unknown species,5.5,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,16,2,PIPO,Pinus ponderosa,35.7,5
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,17,2,UNKN,Unknown species,11.3,4
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,17,3,UNKN,Unknown species,3.8,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,19,1,PIPO,Pinus ponderosa,22,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,19,1,UNKN,Unknown species,8,4
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,19,3,UNKN,Unknown species,6,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,20,1,PIPO,Pinus ponderosa,6.5,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,20,2,PSME,Pseudotsuga menziesii,8.4,4
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,20,2,UNKN,Unknown species,12.3,5
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,20,2,UNKN,Unknown species,4.6,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,20,3,UNKN,Unknown species,33.6,4
Washington DNR Pilot Project,Angel,POST,08-Oct-16,1,1,UNKN,Unknown species,3.7,4
Washington DNR Pilot Project,Angel,POST,08-Oct-16,3,1,PIPO,Pinus ponderosa,7.2,3
Washington DNR Pilot Project,Angel,POST,08-Oct-16,3,1,PIPO,Pinus ponderosa,8.7,3
Washington DNR Pilot Project,Angel,POST,08-Oct-16,3,2,ABGR,Abies grandis,1,3
Washington DNR Pilot Project,Angel,POST,08-Oct-16,3,3,ABGR,Abies grandis,1.7,3
Washington DNR Pilot Project,Angel,POST,08-Oct-16,4,2,PSME,Pseudotsuga menziesii,4.1,4
Washington DNR Pilot Project,Angel,POST,08-Oct-16,4,2,PSME,Pseudotsuga menziesii,3.7,4
Washington DNR Pilot Project,Angel,POST,08-Oct-16,7,3,PIPO,Pinus ponderosa,7.4,2
Washington DNR Pilot Project,Angel,POST,08-Oct-16,9,3,PSME,Pseudotsuga menziesii,5.5,1
Washington DNR Pilot Project,Angel,POST,08-Oct-16,10,2,UNKN,Unknown species,5.9,4
Washington DNR Pilot Project,Angel,POST,08-Oct-16,12,2,ABGR,Abies grandis,3.6,3
Washington DNR Pilot Project,Angel,POST,08-Oct-16,13,2,PIPO,Pinus ponderosa,12.6,2
Washington DNR Pilot Project,Angel,POST,08-Oct-16,17,2,UNKN,Unknown species,3.8,4
Washington DNR Pilot Project,Angel,POST,08-Oct-16,19,1,PIPO,Pinus ponderosa,7,3
Washington DNR Pilot Project,Angel,POST,08-Oct-16,20,2,UNKN,Unknown species,2.1,2
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,1,1,ABGR,Abies grandis,9,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,1,1,PSME,Pseudotsuga menziesii,9.8,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,1,1,UNKN,Unknown species,19.1,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,1,1,UNKN,Unknown species,4.2,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,1,2,PSME,Pseudotsuga menziesii,11.6,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,1,2,PSME,Pseudotsuga menziesii,7.9,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,1,2,PSME,Pseudotsuga menziesii,7,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,1,2,UNKN,Unknown species,8.5,5
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,1,2,UNKN,Unknown species,4.8,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,2,1,ABGR,Abies grandis,3.3,1
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,2,1,UNKN,Unknown species,4.2,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,2,2,UNKN,Unknown species,28.8,5
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,2,2,UNKN,Unknown species,12.5,5
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,2,3,ABGR,Abies grandis,6.2,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,2,3,UNKN,Unknown species,4.8,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,3,1,UNKN,Unknown species,6,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,3,1,UNKN,Unknown species,5.6,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,3,2,UNKN,Unknown species,10.5,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,3,3,UNKN,Unknown species,5.4,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,4,1,PSME,Pseudotsuga menziesii,9.4,2
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,4,1,PSME,Pseudotsuga menziesii,3.2,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,4,1,PSME,Pseudotsuga menziesii,5.2,2
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,4,1,PSME,Pseudotsuga menziesii,5.4,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,4,1,UNKN,Unknown species,6.5,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,4,2,PSME,Pseudotsuga menziesii,8.1,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,4,3,UNKN,Unknown species,4.5,5
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,4,3,UNKN,Unknown species,4.8,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,5,1,UNKN,Unknown species,4.4,2
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,5,1,UNKN,Unknown species,8.6,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,5,1,UNKN,Unknown species,6.5,5
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,5,2,UNKN,Unknown species,9.4,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,5,2,UNKN,Unknown species,24.2,5
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,5,2,UNKN,Unknown species,21,5
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,5,3,UNKN,Unknown species,3.2,5
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,6,2,PSME,Pseudotsuga menziesii,8.8,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,6,2,UNKN,Unknown species,18.1,5
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,6,2,UNKN,Unknown species,3.6,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,6,2,UNKN,Unknown species,4.1,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,6,2,UNKN,Unknown species,11,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,6,3,PSME,Pseudotsuga menziesii,3.3,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,6,3,UNKN,Unknown species,26.2,5
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,6,3,UNKN,Unknown species,20.5,5
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,1,UNKN,Unknown species,8.2,5
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,1,UNKN,Unknown species,8.5,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,1,UNKN,Unknown species,3.3,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,1,UNKN,Unknown species,5,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,2,ABGR,Abies grandis,5.9,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,2,PSME,Pseudotsuga menziesii,5.5,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,2,UNKN,Unknown species,5.2,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3,PSME,Pseudotsuga menziesii,3.1,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3,UNKN,Unknown species,5.4,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3,UNKN,Unknown species,7.4,5
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3,UNKN,Unknown species,4.2,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,8,1,ABGR,Abies grandis,8.1,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,8,1,PSME,Pseudotsuga menziesii,7.2,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,8,1,UNKN,Unknown species,6.3,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,8,1,UNKN,Unknown species,4.2,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,8,1,UNKN,Unknown species,15.4,5
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,8,1,UNKN,Unknown species,9.2,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,8,1,UNKN,Unknown species,4.2,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,8,1,UNKN,Unknown species,3.3,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,8,1,UNKN,Unknown species,3.5,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,8,2,ABGR,Abies grandis,5.6,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,8,3,UNKN,Unknown species,5.6,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,9,1,PSME,Pseudotsuga menziesii,3.1,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,9,1,UNKN,Unknown species,5.3,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,9,1,UNKN,Unknown species,5.4,5
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,9,1,UNKN,Unknown species,3.8,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,9,2,PIPO,Pinus ponderosa,11,2
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,9,2,PSME,Pseudotsuga menziesii,5.5,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,9,2,UNKN,Unknown species,7.1,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,9,3,UNKN,Unknown species,6.4,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,9,3,UNKN,Unknown species,4.4,5
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,9,3,UNKN,Unknown species,3.1,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,9,3,UNKN,Unknown species,3.2,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1,ABGR,Abies grandis,9.4,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1,ABGR,Abies grandis,3.4,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1,ABGR,Abies grandis,4.2,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1,PIPO,Pinus ponderosa,7.8,2
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1,PSME,Pseudotsuga menziesii,7.5,1
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1,UNKN,Unknown species,4.1,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,11,2,PSME,Pseudotsuga menziesii,18.5,1
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,11,2,UNKN,Unknown species,7,5
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,11,3,PSME,Pseudotsuga menziesii,25.1,5
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,11,3,PSME,Pseudotsuga menziesii,5.4,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,11,3,UNKN,Unknown species,5.8,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,12,1,PIPO,Pinus ponderosa,9,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,12,1,PSME,Pseudotsuga menziesii,3.1,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,12,1,PSME,Pseudotsuga menziesii,3,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,12,1,PSME,Pseudotsuga menziesii,4.4,1
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,12,1,PSME,Pseudotsuga menziesii,6.3,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,12,1,PSME,Pseudotsuga menziesii,7,2
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,12,1,PSME,Pseudotsuga menziesii,3.9,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,12,1,PSME,Pseudotsuga menziesii,3.4,2
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,12,1,UNKN,Unknown species,10,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,12,2,PSME,Pseudotsuga menziesii,14.5,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,12,2,UNKN,Unknown species,14,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,12,3,PSME,Pseudotsuga menziesii,5.4,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,12,3,PSME,Pseudotsuga menziesii,3.5,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,12,3,UNKN,Unknown species,3.1,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,12,3,UNKN,Unknown species,4.3,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,12,3,UNKN,Unknown species,17.2,5
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,13,1,PSME,Pseudotsuga menziesii,3.1,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,13,1,UNKN,Unknown species,3.5,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,13,1,UNKN,Unknown species,3.3,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,13,1,UNKN,Unknown species,4.2,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,13,1,UNKN,Unknown species,3.9,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,13,3,PIPO,Pinus ponderosa,4.2,2
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,13,3,UNKN,Unknown species,4.6,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,14,2,UNKN,Unknown species,14,5
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,14,3,ABGR,Abies grandis,3.7,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,14,3,PIPO,Pinus ponderosa,4.5,2
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,14,3,PSME,Pseudotsuga menziesii,7.5,5
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,14,3,UNKN,Unknown species,3.4,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,14,3,UNKN,Unknown species,5,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,14,3,UNKN,Unknown species,4.1,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,14,3,UNKN,Unknown species,4.1,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,15,1,UNKN,Unknown species,4.7,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,15,1,UNKN,Unknown species,12.2,4
